Title,Price,Capacity,Grape,Closure,Country,Characteristics,Type,ABV,Region,Style,Vintage
"Toast & Honey Cabernet Sauvignon 2021, California",£14.99 per bottle,75CL,Cabernet Sauvignon,Natural Cork,USA,,Red,ABV 13.00%,California,,2021
"The Guv'nor Sparkling, Spain",£9.99 per bottle,75CL,Chardonnay,Natural Cork,Spain,"Citrus Fruit, Peach, Vanilla",White,ABV 12.50%,,Crisp & Fruity,NV
"Beefsteak Club Malbec 2021/22, Mendoza",£9.99 per bottle,75CL,Malbec,Screwcap,Argentina,"Violet, Black Fruit, Red Fruit, Ripe Fruit",Red,ABV 13.50%,Mendoza,Soft & Fruity,2022
"Finca Carelio Tempranillo 2018/19, Spain",£9.99 per bottle,75CL,Tempranillo,Natural Cork,Spain,"Cedar, Black Cherry, Blackcurrant",Red,ABV 14.50%,Castilla Y León,Savoury & Full Bodied,2019
Louis Roederer 'Collection 243' Brut Champagne,£61.99 per bottle,750ML,Chardonnay,Natural Cork,France,"Biscuit, Bread, Citrus Fruit",White,ABV 12.50%,,Rich & Toasty,NV
Château Méaume Bordeaux Supérieur 2019/20,£13.99 per bottle,75CL,Merlot,Natural Cork,France,"Tobacco, Black Plum, Blackcurrant, Cedar, Leather",Red,ABV 14.50%,Bordeaux,Savoury & Full Bodied,2020
Maison Alexandre Gauvin Gevrey-Chambertin 2017/19,£57.99 per bottle,75CL,Pinot Noir,Natural Cork,France,"Strawberry, Earth, Raspberry, Red Cherry",Red,ABV 13.50%,Burgundy,Light & Elegant,2019
Definition White Burgundy 2021/22,£14.99 per bottle,75CL,Chardonnay,Screwcap,France,"Vanilla, Cream, Lemon, Peach",White,ABV 13.00%,Burgundy,Ripe & Rounded,2021
Domaine la Troupe ‘Cuvée Marie’ Viré-Clessé 2020/21,£16.99 per bottle,75CL,Chardonnay,Synthetic Cork,France,"Citrus Fruit, Green Apple, Stone Fruit",White,ABV 13.00%,Burgundy,Fresh & Elegant ,2021
"Primo Rosso Appassimento 2021/22, Puglia",£11.99 per bottle,75CL,Primitivo,Screwcap,Italy,"Vanilla, Black Fruit, Black Plum",Red,ABV 14.50%,Puglia,Rich & Juicy,2022
Château d’Estoublon ‘Roseblood’ Rosé Méditerranée 2022,£20.99 per bottle,75CL,Grenache,Natural Cork,France,"Citrus Fruit, Peach, Red Fruit",Rosé,ABV 12.50%,Languedoc-Roussillon,Delicate & Dry,2022
"Capaia One 2019/20, Tygerberg",£15.99 per bottle,75CL,Cabernet Sauvignon,Natural Cork,South Africa,"Spice, Blackberry, Blackcurrant, Cedar, Leather",Red,ABV 14.50%,Western Cape,Smooth & Mellow,2020
"Barista Pinotage 2021/22, Western Cape",£11.99 per bottle,75CL,Pinotage,Screwcap,South Africa,"Vanilla, Black Fruit, Black Plum, Chocolate, Coffee",Red,ABV 13.00%,Western Cape,Savoury & Full Bodied,2022
"Men in White Coats Viognier 2022, Western Cape",£9.99 per bottle,75CL,Viognier,Screwcap,South Africa,"Tropical Fruit, Citrus Fruit, Floral, Stone Fruit",White,ABV 13.50%,Western Cape,Aromatic & Floral,2022
"Definition Viognier 2020/21, Languedoc",£11.99 per bottle,75CL,Viognier,Synthetic Cork,France,"Peach, Apricot, Honeysuckle",White,ABV 14.00%,Languedoc-Roussillon,Aromatic & Floral,2021
"Alluria Organic Pinot Grigio 2021/22, Sicily",£9.99 per bottle,75CL,Pinot Grigio,Screwcap,Italy,"Peach, Citrus Fruit, Floral",White,ABV 12.00%,Sicily,Smooth & Light,2022
"Pringle Bay Sauvignon Blanc 2021/22, Western Cape",£9.99 per bottle,75CL,Sauvignon Blanc,Screwcap,South Africa,"Gooseberry, Grapefruit, Grass, Green Apple, Lemon, Tropical Fruit",White,ABV 12.50%,Western Cape,Crisp & Zesty,2022
Taittinger Prestige Brut Rosé Champagne,£57.99 per bottle,75CL,Chardonnay,Natural Cork,France,"Raspberry, Red Cherry, Strawberry",Rosé,ABV 12.50%,,Rich & Toasty,NV
Bouvet Ladubay 'Blanc de Blancs' Crémant de Loire 2020/21,£18.99 per bottle,75CL,Chardonnay,Natural Cork,France,"Pear, Floral, Green Apple",White,ABV 12.50%,Loire,Crisp & Fruity,2021
"Brio de Cantenac Brown 2015, Margaux",£44.99 per bottle,75CL,Cabernet Sauvignon,Natural Cork,France,"Red Fruit, Savoury, Spice",Red,ABV 14.00%,Bordeaux,Savoury & Full Bodied,2015
"Gérard Bertrand 'Côte des Roses' Rosé 2021/22, Languedoc",£13.99 per bottle,75CL,Grenache,Vinolok,France,"Strawberry, Floral, Grapefruit, Peach, Raspberry",Rosé,ABV 13.50%,Languedoc-Roussillon,Delicate & Dry,2022
Piper-Heidsieck 'Cuvée Brut' Champagne,£39.99 per bottle,75CL,Pinot Noir,Natural Cork,France,"Almond, Green Apple, Lemon",White,ABV 12.00%,,Delicate & Dry,NV
Jean-Pierre Bailly ‘Les Griottes’ Pouilly-Fumé 2021/22,£19.99 per bottle,75CL,Sauvignon Blanc,Natural Cork,France,"Smoke, Citrus Fruit, Grass, Green Apple",White,ABV 14.00%,Loire,Fresh & Elegant ,2022
"Barista Chardonnay 2021/22, Western Cape",£11.99 per bottle,75CL,Chardonnay,Screwcap,South Africa,"Vanilla, Cream, Stone Fruit",White,ABV 13.50%,Western Cape,Ripe & Rounded,2022
Famille Brocard Chablis 2021/22,£19.99 per bottle,75CL,Chardonnay,Natural Cork,France,"Citrus Fruit, Grapefruit, Lemon",White,ABV 13.00%,Burgundy,Fresh & Elegant ,2022
Agostina Pieri Brunello di Montalcino DOCG 2017/18,£36.99 per bottle,75CL,Sangiovese,Natural Cork,Italy,"Spice, Black Fruit, Herbaceous",Red,ABV 15.50%,Tuscany,Savoury & Full Bodied,2018
"Casa Ermelinda Freitas Alicante Bouschet Reserva 2019, Setúbal",£16.99 per bottle,75CL,Alicante Bouschet,Natural Cork,Portugal,"Black Fruit, Blackberry, Earth, Sweet Spice",Red,ABV 14.50%,Península De Setúbal,Bold & Spicy,2019
"Bread & Butter Reserve Pinot Noir 2020/21, Russian River Valley",£29.99 per bottle,750ML,Pinot Noir,Natural Cork,USA,"Black Cherry, Raspberry, Red Cherry, Strawberry, Sweet Spice",Red,ABV 14.50%,California,Savoury & Full Bodied,2021
"Pasqua DLZ ‘Idealysta’ Chardonnay-Fiano 2022, Puglia",£12.99 per bottle,75CL,Chardonnay,Natural Cork,Italy,"Apricot, Orange, Peach, Stone Fruit",White,ABV 12.50%,Italy,Ripe & Rounded,2022
"Villiera Cap Classique Brut, Stellenbosch",£16.99 per bottle,750ML,Chardonnay,Natural Cork,South Africa,"Bread, Citrus Fruit, Red Apple",White,ABV 11.50%,Stellenbosch,Fresh & Elegant ,NV
Laurent-Perrier Millésimé 2012 Brut Champagne,£69.99 per bottle,75CL,Chardonnay,Natural Cork,France,"Apricot, Lemon, Pastry",White,ABV 12.00%,,Rich & Toasty,2012
"Chapel Down Bacchus 2021/22, Kent",£17.99 per bottle,75CL,Bacchus,Screwcap,England,"Grass, Citrus Fruit, Gooseberry, Grapefruit",White,ABV 12.50%,Kent,Aromatic & Floral,2022
Louis Violland Mercurey Blanc 2018/19,£24.99 per bottle,75CL,Chardonnay,Natural Cork,France,"Floral, Green Apple, Peach",White,ABV 14.00%,Burgundy,Ripe & Rounded,2019
Chosen by Majestic Beaujolais Villages 2022,£11.99 per bottle,75CL,Gamay,Natural Cork,France,"Blackcurrant, Raspberry, Red Fruit",Red,ABV 13.00%,Beaujolais,Smooth & Light,2022
"Pasqua DLZ 'Idealysta' Rosé 2022, Puglia",£12.99 per bottle,75CL,Primitivo,Natural Cork,Italy,"Red Apple, Red Cherry, Strawberry",Rosé,ABV 12.50%,Italy,Ripe & Fruity,2022
"Gérard Bertrand 'Hampton Water' Rosé 2021/22, Languedoc",£17.99 per bottle,75CL,Grenache,Vinolok,France,"Floral, Peach, Raspberry, Strawberry",Rosé,ABV 13.50%,Languedoc-Roussillon,Delicate & Dry,2022
"Domaine Aimé Arnoux Viognier 2021/22, Rhone Valley",£11.99 per bottle,75CL,Viognier,Natural Cork,France,"Apricot, Fig, Peach, Stone Fruit",White,ABV 13.00%,Rhône,Ripe & Rounded,2021
"Managers’ Choice: Zocker Grüner Veltliner 2019/20, Edna Valley",£17.99 per bottle,75CL,Gruner Veltliner,Screwcap,USA,"Lemon, Lime, Melon, Pear, White Pepper",White,ABV 13.50%,Usa,Ripe & Rounded,2020
Inama Soave Classico DOC 2021/22,£16.99 per bottle,75CL,Garganega,Screwcap,Italy,"Honey, Almond, Citrus Fruit, Floral",White,ABV 12.00%,Veneto,Aromatic & Floral,2022
"Casella 'PepperBox' Shiraz 2020/21, South Eastern Australia",£11.99 per bottle,75CL,Shiraz,Screwcap,Australia,"Black Pepper, Black Plum, Spice, Vanilla",Red,ABV 14.00%,South East Australia,Bold & Spicy,2021
"Winemaker Series Godello 2020/22, Monterrei",£12.99 per bottle,75CL,Godello,Screwcap,Spain,"Pear, Grapefruit, Lemon",White,ABV 13.00%,Galicia,Fresh & Elegant ,2022
Definition Fleurie 2021,£13.99 per bottle,75CL,Gamay,Synthetic Cork,France,"Red Fruit, Rose, Violet",Red,ABV 13.00%,Beaujolais,Light & Elegant,2021
"Domaine de Villemajou Rosé 2022, Corbières",£19.99 per bottle,75CL,Carignan,Natural Cork,France,"Cream, Red Apple, Strawberry",Rosé,ABV 13.00%,Languedoc-Roussillon,Ripe & Fruity,2022
Aimé Arnoux Côtes du Rhône Blanc 2022,£11.99 per bottle,75CL,Grenache Blanc,Natural Cork,France,"Citrus Fruit, Floral, Stone Fruit, Mineral",White,ABV 13.50%,Rhône,Ripe & Rounded,2022
"Viñalba 'Gran Reservado' Malbec 2019/20, Mendoza",£18.99 per bottle,75CL,Malbec,Natural Cork,Argentina,"Violet, Black Fruit, Red Fruit, Ripe Fruit, Vanilla",Red,ABV 14.50%,Mendoza,Rich & Juicy,2019/20
"Errazuriz Max Reserva Cabernet 2019/21, Aconcagua Valley",£14.99 per bottle,75CL,Cabernet Sauvignon,Natural Cork,Chile,"Black Plum, Blackcurrant, Vanilla",Red,ABV 14.00%,Aconcagua,Savoury & Full Bodied,2021
"Yalumba Y Series Viognier 2021/22, Australia",£10.99 per bottle,75CL,Viognier,Screwcap,Australia,"Stone Fruit, Apricot, Ginger, Grapefruit, Green Apple, Honey, Melon, Peach, Pear, Pineapple",White,ABV 13.50%,South Australia,Aromatic & Floral,2022
"Château Coufran Cru Bourgeois Supérieur 2007, Haut-Médoc",£21.99 per bottle,75CL,Cabernet Sauvignon,Natural Cork,France,"Cedar, Black Plum, Blackberry",Red,ABV 13.00%,Bordeaux,Savoury & Full Bodied,2007
"Boekenhoutskloof ‘The Wolftrap’ Shiraz 2021, South Africa",£9.99 per bottle,75CL,Shiraz,Screwcap,South Africa,"Black Fruit, Black Pepper, Black Plum, Blackberry, Cranberry, Savoury, Spice",Red,ABV 14.50%,Western Cape,Bold & Spicy,2021
"Chronic Cellars 'Purple Paradise' 2019/20, Paso Robles",£17.99 per bottle,75CL,Zinfandel,Natural Cork,USA,"Spice, Black Cherry, Blueberry, Chocolate",Red,ABV 14.50%,California,Bold & Spicy,2020
"Bruce Jack Wines Reserve Collection ‘Stream of Consciousness’ 2021, Western Cape",£11.99 per bottle,75CL,Cinsault,Screwcap,South Africa,"Chocolate, Forest Floor, Red Plum, Spice, White Pepper",Red,ABV 14.00%,Western Cape,Savoury & Full Bodied,2021
Feudi di San Gregorio Greco di Tufo DOCG 2021/22,£16.99 per bottle,75CL,Greco,Synthetic Cork,Italy,"Grapefruit, Honey, Lemon, Peach, Red Apple",White,ABV 13.00%,Campania,Ripe & Rounded,2022
Les Grandes Serres ‘Hommage du Rhône’ Châteauneuf-du-Pape 2022,£25.99 per bottle,75CL,Grenache,Natural Cork,France,"Black Pepper, Red Fruit, Spice",Red,ABV 14.50%,Rhône,Bold & Spicy,2022
Les Caveau du Prieuré Vinsobres 2020,£13.99 per bottle,75CL,Grenache,Natural Cork,France,"Red Fruit, Savoury, Spice",Red,ABV 15.00%,Rhône,Savoury & Full Bodied,2020
Alain Jaume ‘Les Champauvins’ Organic Côtes Du Rhône 2020,£17.99 per bottle,75CL,Grenache,Natural Cork,France,"Black Fruit, Black Pepper, Blackcurrant, Red Cherry, Red Fruit, Spice",Red,ABV 15.00%,Rhône,Savoury & Full Bodied,2020
"Errazuriz Single Vineyard Sauvignon Blanc 2021/22, Casablanca Valley",£11.99 per bottle,75CL,Sauvignon Blanc,Screwcap,Chile,"Wet Stones, Citrus Fruit, Grass, Green Apple",White,ABV 13.50%,Aconcagua,Crisp & Zesty,2022
Langlois-Chateau 'Classique' Crémant de Loire Brut Rosé,£19.99 per bottle,75CL,Cabernet Franc,Natural Cork,France,"Green Apple, Raspberry, Strawberry",Rosé,ABV 12.50%,Loire,Crisp & Fruity,NV
"Domäne Wachau 'Weingärten Weissenkirchen' Grüner Veltliner Federspiel 2021/22, Wachau",£13.99 per bottle,75CL,Gruner Veltliner,Screwcap,Austria,"Spice, Citrus Fruit, Green Apple",White,ABV 13.00%,Austria,Fresh & Elegant ,2022
Remy Ferbras Gigondas 2020/21,£19.99 per bottle,75CL,Grenache,Natural Cork,France,"Red Fruit, Savoury, Spice",Red,ABV 14.50%,Rhône,Savoury & Full Bodied,2021
Les Saules Vacqueyras 2021,£16.99 per bottle,75CL,Grenache,Natural Cork,France,"Black Fruit, Black Plum, Spice",Red,ABV 14.00%,Rhône,Bold & Spicy,2021
"Boekenhoutskloof ‘The Wolftrap’ Grenache Blanc 2022, South Africa",£9.99 per bottle,75CL,Grenache Blanc,Screwcap,South Africa,"Gooseberry, Green Apple, Lemon, Peach, Spice",White,ABV 12.50%,Western Cape,Ripe & Rounded,2022
Moillard-Thomas Bourgogne Aligoté 2022,£14.99 per bottle,75CL,Aligoté,Natural Cork,France,"Citrus Fruit, Floral",White,ABV 12.00%,Burgundy,Light & Elegant,2022
"Three Choirs Stonebrook 2020/21, Gloucestershire",£15.99 per bottle,75CL,Siegerrebe,Screwcap,England,"Peach, Blossom, Elderflower, Grapefruit, Lime",White,ABV 11.00%,,Smooth & Light,2021
"Herdade de Gambia 2021/22, Portugal",£11.99 per bottle,75CL,Touriga Nacional,Natural Cork,Portugal,"Spice, Black Cherry, Black Plum",Red,ABV 13.50%,Península De Setúbal,Bold & Spicy,2022
"Pegasus Bay 'Main Divide' Riesling 2019/20, Canterbury",£13.99 per bottle,75CL,Riesling,Screwcap,New Zealand,"Lime, Citrus Fruit, Honey, Honeysuckle",White,ABV 14.00%,Waipara,Fresh & Elegant ,2020
"Clos de Luz 'Arao' Carménère Red Blend 2018/19, Chile",£13.99 per bottle,75CL,Carménère,Natural Cork,Chile,"Violet, Black Plum, Blackberry, Chocolate, Green Bell Pepper, Spice",Red,ABV 14.00%,Central Valley,Rich & Juicy,2019
"Waimea Estates Albariño 2021/22, Nelson",£12.99 per bottle,75CL,Albarino,Screwcap,New Zealand,"Wet Stones, Citrus Fruit, Peach, Stone Fruit",White,ABV 13.00%,Nelson,Crisp & Zesty,2022
"Stag's Leap 'Hands of Time' Chardonnay 2019/20, Napa Valley",£24.99 per bottle,75CL,Chardonnay,Natural Cork,USA,"Vanilla, Butter, Citrus Fruit, Grapefruit, Green Apple, Lemon, Peach, Stone Fruit",White,ABV 14.50%,California,Rich & Toasty,2020
"Nyetimber 'Cuvée Chérie' Demi-Sec, Sussex",£42.99 per bottle,75CL,Chardonnay,Natural Cork,England,"Lemon, Citrus Fruit, Honey",White,ABV 12.00%,Sussex,Crisp & Fruity,NV
Piccini Brunello di Montalcino DOCG 2018,£34.99 per bottle,75CL,Sangiovese,Natural Cork,Italy,"Black Cherry, Blackcurrant, Liquorice, Spice",Red,ABV 14.00%,Tuscany,Savoury & Full Bodied,2018
Torre Mora ‘Cauru’ Etna Rosso DOC 2020/21,£17.99 per bottle,75CL,Nerello Mascalese,Natural Cork,Italy,"Citrus Fruit, Date, Raspberry, Red Cherry, Violet, Pomegranate",Red,ABV 13.00%,Sicily,Smooth & Mellow,2021
Chosen By Majestic Rioja Crianza 2020,£9.99 per bottle,75CL,Tempranillo,Natural Cork,Spain,"Red Cherry, Sweet Spice, Vanilla",Red,ABV 13.50%,Rioja And Navarra,Smooth & Mellow,2020
Domaine Jean-Max Roger ‘Cuvée Genèse’ Sancerre Rosé 2022,£20.99 per bottle,75CL,Pinot Noir,Natural Cork,France,"Floral, Raspberry, Red Apple, Red Fruit",Rosé,ABV 12.90%,Loire,Crisp & Fruity,2022
"Villa Maria 'Cellar Selection' Sauvignon Blanc 2022, Marlborough",£14.99 per bottle,75CL,Sauvignon Blanc,Screwcap,New Zealand,"Wet Stones, Grapefruit, Grass, Green Apple, Lemon, Stone Fruit, Tropical Fruit",White,ABV 14.00%,Marlborough,Crisp & Zesty,2022
Cave de Lugny 'Les Pierres Blanches' Mâcon-Villages 2021/22,£14.99 per bottle,75CL,Chardonnay,Screwcap,France,"Peach, Apricot, Floral, Lemon",White,ABV 13.00%,Burgundy,Ripe & Rounded,2022
"Graham Beck Brut Rosé, South Africa",£16.99 per bottle,75CL,Chardonnay,Natural Cork,South Africa,"Strawberry, Raspberry, Red Fruit",Rosé,ABV 12.00%,Western Cape,Crisp & Fruity,NV
"Tutiac 'Lion & The Lily' Rosé 2021/22, Bordeaux",£14.99 per bottle,75CL,Merlot,Vinolok,France,"Strawberry, Peach, Raspberry",Rosé,ABV 12.50%,Bordeaux,Ripe & Fruity,2022
"Nero Oro Riserva 2018/19, Sicily",£14.99 per bottle,75CL,Nero D'Avola,Natural Cork,Italy,"Vanilla, Black Plum, Blackberry, Cedar, Fig, Sweet Spice",Red,ABV 14.00%,Sicily,Rich & Juicy,2019
"Catena Malbec 2020/21, Mendoza",£14.99 per bottle,75CL,Malbec,Natural Cork,Argentina,"Violet, Black Fruit, Red Fruit, Ripe Fruit",Red,ABV 13.50%,Mendoza,Soft & Fruity,2021
"La Belle Angèle Rosé 2021/22, France",£9.99 per bottle,75CL,Grenache,Screwcap,France,"Strawberry, Peach, Raspberry",Rosé,ABV 13.50%,Other France,Delicate & Dry,2022
"Haut Vol Rosé 2021/22, France",£8.99 per bottle,75CL,Grenache,Synthetic Cork,France,"Strawberry, Peach, Raspberry",Rosé,ABV 13.00%,Other France,Delicate & Dry,2022
"Vieux Château Landon 2012, Médoc",£14.99 per bottle,75CL,Cabernet Sauvignon,Natural Cork,France,"Game, Red Fruit, Savoury",Red,ABV 13.00%,Bordeaux,Savoury & Full Bodied,2012
"Pasqua '11 Minutes' Rosé 2021/22, Veneto",£15.99 per bottle,75CL,Corvina,Vinolok,Italy,"Strawberry, Floral, Peach, Raspberry",Rosé,ABV 12.50%,Veneto,Delicate & Dry,2022
"Nals Margreid 'Stella Alpina' Pinot Grigio 2021/22, Alto Adige DOC",£13.99 per bottle,75CL,Pinot Grigio,Screwcap,Italy,"Peach, Floral, Honeysuckle, Lemon, Lime",White,ABV 13.50%,Trentino Alto Adige,Fresh & Elegant ,2022
Viña Pomal Rioja Reserva 2015/16,£14.99 per bottle,75CL,Tempranillo,Natural Cork,Spain,"Vanilla, Black Fruit, Red Fruit",Red,ABV 14.50%,Rioja And Navarra,Savoury & Full Bodied,2016
"Tommasi 'Le Fornaci' Rosé 2021/22, Lugana DOC",£15.99 per bottle,75CL,Turbiana,Natural Cork,Italy,"Floral, Peach, Raspberry, Strawberry",Rosé,ABV 12.50%,Lombardy,Delicate & Dry,2022
"Wynns Coonawarra Estate Shiraz 2020/21, Coonawarra",£14.99 per bottle,75CL,Shiraz,Screwcap,Australia,"Black Plum, Blackberry, Blackcurrant, Blueberry, Chocolate, Cloves, Sweet Spice, Tobacco, Vanilla",Red,ABV 14.40%,South East Australia,Bold & Spicy,2021
"Château d'Esclans 'Rock Angel' Rosé 2020/21, Côtes de Provence",£29.99 per bottle,75CL,Grenache,Natural Cork,France,"Strawberry, Cream, Floral, Grapefruit, Herbaceous, Peach, Raspberry",Rosé,ABV 13.50%,Provence,Delicate & Dry,2021
"Vergelegen ‘Mill Race’ Sauvignon Blanc 2022, Stellenbosch",£12.99 per bottle,75CL,Sauvignon Blanc,Screwcap,South Africa,"Blossom, Gooseberry, Lime, Passionfruit, Quince, White Pepper",White,ABV 13.50%,Stellenbosch,Crisp & Zesty,2022
"Vergelegen ‘Mill Race’ Cabernet Sauvignon-Merlot 2019, Stellenbosch",£13.99 per bottle,75CL,Cabernet Sauvignon,Screwcap,South Africa,"Black Pepper, Black Plum, Blackberry, Blackcurrant, Spice",Red,ABV 14.00%,Stellenbosch,Savoury & Full Bodied,2019
"Château de Pennautier Rosé 2021/22, Cabardès",£12.99 per bottle,75CL,Merlot,Natural Cork,France,"Peach, Raspberry, Strawberry",Rosé,ABV 13.00%,Languedoc-Roussillon,Delicate & Dry,2022
"Pasqua 'Y by 11 Minutes' Rosé 2020, Italy",£21.99 per bottle,75CL,Corvina,Natural Cork,Italy,"Raspberry, Strawberry, Watermelon",Rosé,ABV 13.00%,Veneto,Delicate & Dry,2020
Langlois-Chateau 'L'Extra par Langlois' Brut Rosé Crémant de Loire,£14.99 per bottle,75CL,Cabernet Franc,Natural Cork,France,"Blackcurrant Leaf, Raspberry, Watermelon",Rosé,ABV 12.50%,Loire,Crisp & Fruity,NV
"Graham Beck Pinot Noir Rosé 2017/18, Robertson",£22.99 per bottle,75CL,Pinot Noir,Natural Cork,South Africa,"Blueberry, Cream, Honeysuckle, Raspberry, Strawberry",Rosé,ABV 12.50%,Western Cape,Crisp & Fruity,2018
"The Ned Rosé 2020/21, Marlborough",£11.99 per bottle,75CL,Pinot Gris,Screwcap,New Zealand,"Strawberry, Peach, Raspberry",Rosé,ABV 13.00%,Marlborough,Ripe & Fruity,2021
Les Hauts de Castelmaure Corbières Rosé 2022,£13.99 per bottle,75CL,Grenache,Natural Cork,France,"Citrus Fruit, Red Fruit, Mineral",Rosé,ABV 13.50%,Languedoc-Roussillon,Delicate & Dry,2022
"Bread & Butter 'Winemaker's Selection' Rosé 2021/22, California",£15.99 per bottle,75CL,Grenache,Screwcap,USA,"Watermelon, Red Cherry, Rose, Strawberry",Rosé,ABV 12.50%,California,Ripe & Fruity,2022
"Abbotts & Delaunay ‘Les Fleurs Sauvages’ Jardin Rosé 2021/22, France",£11.99 per bottle,75CL,Grenache,Screwcap,France,"Citrus Fruit, Raspberry, Strawberry",Rosé,ABV 12.50%,Languedoc-Roussillon,Delicate & Dry,2021
"The Guv'nor Sparkling Rosé, Spain",£9.99 per bottle,75CL,Tempranillo,Natural Cork,Spain,"Peach, Raspberry, Strawberry",Rosé,ABV 11.00%,,Ripe & Fruity,NV
"Caves d'Esclans 'Whispering Angel' Rosé 2021/22 Half Bottle, Provence",£12.99 per bottle,37.5CL,Grenache,Natural Cork,France,"Herbaceous, Peach, Raspberry, Strawberry",Rosé,ABV 13.00%,Provence,Delicate & Dry,2022
Freixenet 0.0% Alcohol Free Sparkling Rosé,£6.99 per bottle,75CL,Airen,Natural Cork,Spain,"Citrus Fruit, Raspberry, Strawberry",Rosé,,,Light & Refreshing,NV
"Rupert & Rothschild 'Classique' 2019/20, South Africa",£21.99 per bottle,75CL,Merlot,Natural Cork,South Africa,"Tobacco, Black Cherry, Blackcurrant, Cedar, Earth",Red,ABV 14.00%,Stellenbosch,Savoury & Full Bodied,2020
Aqualta Prosecco DOC,£9.99 per bottle,75CL,Glera,Natural Cork,Italy,"Blossom, Green Apple, Pear",White,ABV 11.00%,Prosecco Doc,Light & Refreshing,NV
Devaux 'Oeil de Perdrix' Brut Rosé Champagne,£29.99 per bottle,75CL,Chardonnay,Natural Cork,France,"Red Cherry, Blossom, Raspberry",Rosé,ABV 12.00%,,Crisp & Fruity,NV
Chanoine Frères 'Réserve Privée' Brut Champagne 2014,£49.99 per bottle,75CL,Pinot Noir,Natural Cork,France,"Hazelnut, Lemon, Orange",White,ABV 12.00%,,Rich & Toasty,2014
Domaine Roger Neveu 'Côte des Embouffants' Sancerre 2021/22,£21.99 per bottle,75CL,Sauvignon Blanc,Natural Cork,France,"Green Apple, Citrus Fruit, Grass",White,ABV 13.50%,Loire,Fresh & Elegant ,2022
"Pasqua 'Romeo & Juliet' Brut Prosecco DOC, Treviso",£12.99 per bottle,75CL,Glera,Natural Cork,Italy,"Green Apple, Citrus Fruit, Floral",White,ABV 11.00%,Prosecco Doc,Light & Refreshing,NV
Louis Jadot Beaujolais-Lantignié 2021/22,£14.99 per bottle,75CL,Gamay,Natural Cork,France,"Strawberry, Raspberry, Red Cherry",Red,ABV 14.00%,Beaujolais,Soft & Fruity,2022
"Château de Sainte Gemme 2017, Haut-Médoc",£14.99 per bottle,75CL,Cabernet Sauvignon,Natural Cork,France,"Coffee, Black Cherry, Blackberry",Red,ABV 13.00%,Bordeaux,Savoury & Full Bodied,2017
"Pasqua 'PassioneSentimento' Passimento Rosso 2020/21, Veneto",£12.99 per bottle,75CL,Merlot,Natural Cork,Italy,"Vanilla, Black Fruit, Sweet Spice",Red,ABV 14.00%,Veneto,Rich & Juicy,2021
